date,sku,product_name,category,quantity,amount,status,order_id,created_by,current_stock,lead_time_days,service_level,avg_daily_sales_sku,demand_std_sku,safety_stock,reorder_point,reorder_flag,stock_cover_days
2025-08-22,DC-1002,Vitamin D3 5000IU Capsules,Health & Supplements,7,6400,Shipped,ORD-AUG-0828,Hakeem,37,7,0.95,5.83,2.48,10.79,51.6,1,6.35
2025-08-24,DC-1002,Vitamin D3 5000IU Capsules,Health & Supplements,7,7300,Delivered,ORD-AUG-0012,Hakeem,352,7,0.95,5.83,2.48,10.79,51.6,0,60.38
2025-08-25,DC-1002,Vitamin D3 5000IU Capsules,Health & Supplements,5,7200,Packed,ORD-AUG-0906,Nazlin,366,7,0.95,5.83,2.48,10.79,51.6,0,62.78
2025-08-26,DC-1002,Vitamin D3 5000IU Capsules,Health & Supplements,3,7500,Packed,ORD-AUG-0836,Murshid,362,7,0.95,5.83,2.48,10.79,51.6,0,62.09
2025-08-03,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,4,7500,Packed,ORD-AUG-0013,Mr.Ilham,28,6,0.95,5.33,0.94,3.79,35.77,1,5.25
2025-08-05,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,6,6700,Delivered,ORD-AUG-0014,Murshid,499,6,0.95,5.33,0.94,3.79,35.77,0,93.62
2025-08-10,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,6,7300,Shipped,ORD-AUG-0015,Mr.Ilham,27,6,0.95,5.33,0.94,3.79,35.77,1,5.07
2025-08-13,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,6,7500,Shipped,ORD-AUG-0016,Mr.Ilham,487,6,0.95,5.33,0.94,3.79,35.77,0,91.37
2025-08-13,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,4,7500,Packed,ORD-AUG-0017,Mr.Ilham,28,6,0.95,5.33,0.94,3.79,35.77,1,5.25
2025-08-16,DC-1003,Vitamin D3 5000IU Capsules,Health & Supplements,6,7200,Delivered,ORD-AUG-0018,Hakeem,477,6,0.95,5.33,0.94,3.79,35.77,0,89.49
2025-08-10,DC-1004,Turmeric Curcumin 1500mg Supplement,Health & Supplements,10,3300,Pending,ORD-AUG-0019,Mr.Ilham,243,3,0.95,5.8,3.12,8.89,26.29,0,41.9
2025-08-10,DC-1004,Turmeric Curcumin 1500mg Supplement,Health & Supplements,6,3800,Delivered,ORD-AUG-0020,Nazlin,237,3,0.95,5.8,3.12,8.89,26.29,0,40.86
2025-08-13,DC-1004,Turmeric Curcumin 1500mg Supplement,Health & Supplements,4,4000,Shipped,ORD-AUG-0021,Hakeem,233,3,0.95,5.8,3.12,8.89,26.29,0,40.17
2025-08-16,DC-1004,Turmeric Curcumin 1500mg Supplement,Health & Supplements,1,3700,Shipped,ORD-AUG-0022,Nazlin,232,3,0.95,5.8,3.12,8.89,26.29,0,40.0
2025-08-31,DC-1004,Turmeric Curcumin 1500mg Supplement,Health & Supplements,8,3400,Packed,ORD-AUG-0023,Hakeem,21,3,0.95,5.8,3.12,8.89,26.29,1,3.62
2025-08-02,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,5,3800,Packed,ORD-AUG-0815,Murshid,308,7,0.95,5.78,2.25,9.79,50.25,0,53.29
2025-08-10,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,1,3800,Shipped,ORD-AUG-0980,Murshid,303,7,0.95,5.78,2.25,9.79,50.25,0,52.42
2025-08-18,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,5,4000,Packed,ORD-AUG-0889,Hakeem,308,7,0.95,5.78,2.25,9.79,50.25,0,53.29
2025-08-19,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,7,4100,Packed,ORD-AUG-0024,Murshid,308,7,0.95,5.78,2.25,9.79,50.25,0,53.29
2025-08-19,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,9,3800,Cancelled,ORD-AUG-0025,Nazlin,16,7,0.95,5.78,2.25,9.79,50.25,1,2.77
2025-08-20,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,6,3900,Delivered,ORD-AUG-0026,Murshid,35,7,0.95,5.78,2.25,9.79,50.25,1,6.06
2025-08-21,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,8,4100,Packed,ORD-AUG-0941,Hakeem,313,7,0.95,5.78,2.25,9.79,50.25,0,54.15
2025-08-24,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,4,3800,Packed,ORD-AUG-0027,Hakeem,289,7,0.95,5.78,2.25,9.79,50.25,0,50.0
2025-08-27,DC-1005,Magnesium Glycinate 400mg,Health & Supplements,7,4000,Packed,ORD-AUG-0028,Murshid,20,7,0.95,5.78,2.25,9.79,50.25,1,3.46
2025-08-11,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,5,6700,Shipped,ORD-AUG-0029,Nazlin,445,4,0.95,5.67,1.89,6.22,28.9,0,78.48
2025-08-19,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,2,6200,Shipped,ORD-AUG-0030,Mr.Ilham,443,4,0.95,5.67,1.89,6.22,28.9,0,78.13
2025-08-20,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,6,5500,Pending,ORD-AUG-0031,Mr.Ilham,437,4,0.95,5.67,1.89,6.22,28.9,0,77.07
2025-08-23,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,6,5800,Pending,ORD-AUG-0032,Hakeem,431,4,0.95,5.67,1.89,6.22,28.9,0,76.01
2025-08-26,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,8,6500,Packed,ORD-AUG-0829,Mr.Ilham,20,4,0.95,5.67,1.89,6.22,28.9,1,3.53
2025-08-27,DC-1006,Turmeric Curcumin 1500mg Supplement,Health & Supplements,7,5700,Packed,ORD-AUG-0033,Nazlin,424,4,0.95,5.67,1.89,6.22,28.9,0,74.78
2025-08-02,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,6,6900,Shipped,ORD-AUG-0034,Mr.Ilham,522,6,0.95,4.67,2.62,10.56,38.58,0,111.78
2025-08-03,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,6,7900,Delivered,ORD-AUG-0035,Hakeem,516,6,0.95,4.67,2.62,10.56,38.58,0,110.49
2025-08-08,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,9,7300,Packed,ORD-AUG-0036,Hakeem,507,6,0.95,4.67,2.62,10.56,38.58,0,108.57
2025-08-13,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,3,6900,Packed,ORD-AUG-0037,Murshid,504,6,0.95,4.67,2.62,10.56,38.58,0,107.92
2025-08-15,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,1,6800,Packed,ORD-AUG-0897,Murshid,522,6,0.95,4.67,2.62,10.56,38.58,0,111.78
2025-08-29,DC-1007,Collagen Peptides Powder 500g,Health & Supplements,3,7700,Cancelled,ORD-AUG-0038,Murshid,501,6,0.95,4.67,2.62,10.56,38.58,0,107.28
2025-08-06,DC-1008,Probiotic 50 Billion CFU Capsules,Health & Supplements,5,8600,Shipped,ORD-AUG-0039,Mr.Ilham,379,3,0.95,6.0,2.35,6.7,24.7,0,63.17
2025-08-08,DC-1008,Probiotic 50 Billion CFU Capsules,Health & Supplements,10,8400,Packed,ORD-AUG-0040,Mr.Ilham,369,3,0.95,6.0,2.35,6.7,24.7,0,61.5
2025-08-17,DC-1008,Probiotic 50 Billion CFU Capsules,Health & Supplements,5,8600,Shipped,ORD-AUG-0041,Nazlin,14,3,0.95,6.0,2.35,6.7,24.7,1,2.33
2025-08-30,DC-1008,Probiotic 50 Billion CFU Capsules,Health & Supplements,4,7800,Packed,ORD-AUG-0963,Murshid,381,3,0.95,6.0,2.35,6.7,24.7,0,63.5
2025-08-02,DC-1009,Omega-3 Fish Oil Softgels,Health & Supplements,8,7400,Packed,ORD-AUG-0042,Mr.Ilham,450,6,0.95,6.67,2.62,10.56,50.58,0,67.47
2025-08-02,DC-1009,Omega-3 Fish Oil Softgels,Health & Supplements,9,6200,Packed,ORD-AUG-0043,Hakeem,441,6,0.95,6.67,2.62,10.56,50.58,0,66.12
2025-08-05,DC-1009,Omega-3 Fish Oil Softgels,Health & Supplements,3,6500,Packed,ORD-AUG-0044,Murshid,438,6,0.95,6.67,2.62,10.56,50.58,0,65.67
2025-08-06,DC-1010,Zinc Picolinate 50mg Tablets,Health & Supplements,1,4000,Packed,ORD-AUG-0860,Mr.Ilham,506,4,0.95,1.25,0.43,1.41,6.41,0,404.8
2025-08-09,DC-1010,Zinc Picolinate 50mg Tablets,Health & Supplements,1,3900,Delivered,ORD-AUG-0045,Nazlin,512,4,0.95,1.25,0.43,1.41,6.41,0,409.6
2025-08-10,DC-1010,Zinc Picolinate 50mg Tablets,Health & Supplements,1,4200,Delivered,ORD-AUG-0046,Nazlin,511,4,0.95,1.25,0.43,1.41,6.41,0,408.8
2025-08-25,DC-1010,Zinc Picolinate 50mg Tablets,Health & Supplements,2,4000,Packed,ORD-AUG-0886,Mr.Ilham,509,4,0.95,1.25,0.43,1.41,6.41,0,407.2
2025-08-03,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,4,4200,Packed,ORD-AUG-0047,Nazlin,351,3,0.95,4.2,1.33,3.79,16.39,0,83.57
2025-08-04,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,5,4800,Pending,ORD-AUG-0048,Mr.Ilham,346,3,0.95,4.2,1.33,3.79,16.39,0,82.38
2025-08-10,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,6,4000,Shipped,ORD-AUG-0796,Nazlin,349,3,0.95,4.2,1.33,3.79,16.39,0,83.1
2025-08-19,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,2,4600,Shipped,ORD-AUG-0049,Murshid,344,3,0.95,4.2,1.33,3.79,16.39,0,81.9
2025-08-29,DC-1011,Magnesium Glycinate 400mg,Health & Supplements,4,4100,Shipped,ORD-AUG-0838,Mr.Ilham,353,3,0.95,4.2,1.33,3.79,16.39,0,84.05
2025-08-04,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,4,5200,Pending,ORD-AUG-0050,Murshid,18,3,0.95,5.62,3.0,8.55,25.41,1,3.2
2025-08-13,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,10,5700,Delivered,ORD-AUG-0051,Hakeem,18,3,0.95,5.62,3.0,8.55,25.41,1,3.2
2025-08-16,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,8,5200,Pending,ORD-AUG-0052,Nazlin,433,3,0.95,5.62,3.0,8.55,25.41,0,77.05
2025-08-17,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,3,5600,Pending,ORD-AUG-0053,Hakeem,10,3,0.95,5.62,3.0,8.55,25.41,1,1.78
2025-08-21,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,2,5900,Delivered,ORD-AUG-0054,Hakeem,428,3,0.95,5.62,3.0,8.55,25.41,0,76.16
2025-08-26,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,2,5700,Shipped,ORD-AUG-0982,Nazlin,10,3,0.95,5.62,3.0,8.55,25.41,1,1.78
2025-08-27,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,8,5500,Pending,ORD-AUG-0055,Mr.Ilham,420,3,0.95,5.62,3.0,8.55,25.41,0,74.73
2025-08-31,DC-1012,Vitamin D3 5000IU Capsules,Health & Supplements,8,6000,Delivered,ORD-AUG-0985,Hakeem,453,3,0.95,5.62,3.0,8.55,25.41,0,80.6
2025-08-12,DC-1013,Zinc Picolinate 50mg Tablets,Health & Supplements,6,4600,Delivered,ORD-AUG-0056,Mr.Ilham,471,7,0.95,4.5,2.06,8.97,40.47,0,104.67
2025-08-18,DC-1013,Zinc Picolinate 50mg Tablets,Health & Supplements,6,4800,Packed,ORD-AUG-0913,Murshid,18,7,0.95,4.5,2.06,8.97,40.47,1,4.0
2025-08-23,DC-1013,Zinc Picolinate 50mg Tablets,Health & Supplements,5,4300,Packed,ORD-AUG-0057,Murshid,31,7,0.95,4.5,2.06,8.97,40.47,1,6.89
2025-08-28,DC-1013,Zinc Picolinate 50mg Tablets,Health & Supplements,1,4900,Pending,ORD-AUG-0058,Nazlin,20,7,0.95,4.5,2.06,8.97,40.47,1,4.44
2025-08-01,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,10,10600,Packed,ORD-AUG-0059,Nazlin,9,3,0.95,6.17,2.67,7.61,26.12,1,1.46
2025-08-17,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,7,8900,Pending,ORD-AUG-0810,Hakeem,323,3,0.95,6.17,2.67,7.61,26.12,0,52.35
2025-08-24,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,7,9700,Packed,ORD-AUG-0060,Hakeem,318,3,0.95,6.17,2.67,7.61,26.12,0,51.54
2025-08-27,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,6,10500,Packed,ORD-AUG-0854,Murshid,13,3,0.95,6.17,2.67,7.61,26.12,1,2.11
2025-08-29,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,1,10600,Packed,ORD-AUG-0061,Murshid,10,3,0.95,6.17,2.67,7.61,26.12,1,1.62
2025-08-29,DC-1014,Probiotic 50 Billion CFU Capsules,Health & Supplements,6,9100,Packed,ORD-AUG-0993,Nazlin,334,3,0.95,6.17,2.67,7.61,26.12,0,54.13
2025-08-05,DC-1015,Ashwagandha Root Extract 600mg,Health & Supplements,8,8000,Shipped,ORD-AUG-0062,Hakeem,314,3,0.95,6.0,2.0,5.7,23.7,0,52.33
2025-08-30,DC-1015,Ashwagandha Root Extract 600mg,Health & Supplements,4,7700,Pending,ORD-AUG-0063,Nazlin,310,3,0.95,6.0,2.0,5.7,23.7,0,51.67
2025-08-04,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,8,5800,Packed,ORD-AUG-0064,Hakeem,272,7,0.95,6.0,2.94,12.8,54.8,0,45.33
2025-08-06,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,3,5400,Cancelled,ORD-AUG-0065,Hakeem,269,7,0.95,6.0,2.94,12.8,54.8,0,44.83
2025-08-06,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,1,5100,Shipped,ORD-AUG-0988,Mr.Ilham,276,7,0.95,6.0,2.94,12.8,54.8,0,46.0
2025-08-20,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,9,5600,Packed,ORD-AUG-0066,Nazlin,29,7,0.95,6.0,2.94,12.8,54.8,1,4.83
2025-08-27,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,8,5800,Shipped,ORD-AUG-0067,Nazlin,252,7,0.95,6.0,2.94,12.8,54.8,0,42.0
2025-08-30,DC-1016,Collagen Peptides Powder 500g,Health & Supplements,7,5500,Shipped,ORD-AUG-0068,Mr.Ilham,245,7,0.95,6.0,2.94,12.8,54.8,0,40.83
2025-08-04,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,5,8500,Packed,ORD-AUG-0069,Murshid,308,7,0.95,3.88,2.8,12.19,39.35,0,79.38
2025-08-09,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,6,8800,Shipped,ORD-AUG-0807,Mr.Ilham,18,7,0.95,3.88,2.8,12.19,39.35,1,4.64
2025-08-13,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,3,7900,Cancelled,ORD-AUG-0863,Nazlin,311,7,0.95,3.88,2.8,12.19,39.35,0,80.15
2025-08-18,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,2,9200,Packed,ORD-AUG-0070,Hakeem,306,7,0.95,3.88,2.8,12.19,39.35,0,78.87
2025-08-23,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,2,8900,Packed,ORD-AUG-0071,Murshid,304,7,0.95,3.88,2.8,12.19,39.35,0,78.35
2025-08-27,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,2,8100,Packed,ORD-AUG-0072,Nazlin,302,7,0.95,3.88,2.8,12.19,39.35,0,77.84
2025-08-30,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,10,9100,Delivered,ORD-AUG-0073,Nazlin,292,7,0.95,3.88,2.8,12.19,39.35,0,75.26
2025-08-30,DC-1017,Probiotic 50 Billion CFU Capsules,Health & Supplements,1,7800,Delivered,ORD-AUG-0074,Hakeem,291,7,0.95,3.88,2.8,12.19,39.35,0,75.0
2025-08-13,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,10,5700,Shipped,ORD-AUG-0075,Nazlin,339,4,0.95,6.2,3.12,10.26,35.06,0,54.68
2025-08-14,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,8,5400,Packed,ORD-AUG-0846,Nazlin,339,4,0.95,6.2,3.12,10.26,35.06,0,54.68
2025-08-23,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,2,5400,Packed,ORD-AUG-0802,Murshid,342,4,0.95,6.2,3.12,10.26,35.06,0,55.16
2025-08-29,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,3,5100,Shipped,ORD-AUG-0901,Nazlin,340,4,0.95,6.2,3.12,10.26,35.06,0,54.84
2025-08-30,DC-1018,Zinc Picolinate 50mg Tablets,Health & Supplements,8,5200,Packed,ORD-AUG-0076,Murshid,11,4,0.95,6.2,3.12,10.26,35.06,1,1.77
2025-08-12,DC-1019,Vitamin D3 5000IU Capsules,Health & Supplements,5,2800,Packed,ORD-AUG-0077,Mr.Ilham,362,4,0.95,3.67,1.89,6.22,20.9,0,98.64
2025-08-16,DC-1019,Vitamin D3 5000IU Capsules,Health & Supplements,1,2700,Delivered,ORD-AUG-0078,Murshid,361,4,0.95,3.67,1.89,6.22,20.9,0,98.37
2025-08-29,DC-1019,Vitamin D3 5000IU Capsules,Health & Supplements,5,2700,Pending,ORD-AUG-0079,Mr.Ilham,356,4,0.95,3.67,1.89,6.22,20.9,0,97.0
2025-08-01,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,9,4500,Packed,ORD-AUG-0080,Murshid,370,4,0.95,3.83,2.73,8.98,24.3,0,96.61
2025-08-13,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,4,4200,Shipped,ORD-AUG-0081,Mr.Ilham,366,4,0.95,3.83,2.73,8.98,24.3,0,95.56
2025-08-23,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,5,4700,Packed,ORD-AUG-0082,Murshid,361,4,0.95,3.83,2.73,8.98,24.3,0,94.26
2025-08-23,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,1,4100,Cancelled,ORD-AUG-0083,Murshid,360,4,0.95,3.83,2.73,8.98,24.3,0,93.99
2025-08-26,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,1,4400,Shipped,ORD-AUG-0853,Mr.Ilham,371,4,0.95,3.83,2.73,8.98,24.3,0,96.87
2025-08-30,DC-1020,Probiotic 50 Billion CFU Capsules,Health & Supplements,3,4400,Packed,ORD-AUG-0084,Nazlin,357,4,0.95,3.83,2.73,8.98,24.3,0,93.21
2025-08-02,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,9,6100,Packed,ORD-AUG-0085,Mr.Ilham,493,5,0.95,6.0,2.76,10.15,40.15,0,82.17
2025-08-06,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,8,5000,Packed,ORD-AUG-0086,Mr.Ilham,23,5,0.95,6.0,2.76,10.15,40.15,1,3.83
2025-08-11,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,1,5000,Cancelled,ORD-AUG-0087,Nazlin,484,5,0.95,6.0,2.76,10.15,40.15,0,80.67
2025-08-20,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,6,6000,Packed,ORD-AUG-0088,Mr.Ilham,478,5,0.95,6.0,2.76,10.15,40.15,0,79.67
2025-08-30,DC-1021,Vitamin D3 5000IU Capsules,Health & Supplements,6,5400,Cancelled,ORD-AUG-0089,Mr.Ilham,472,5,0.95,6.0,2.76,10.15,40.15,0,78.67
2025-08-06,DC-1022,Ashwagandha Root Extract 600mg,Health & Supplements,8,7400,Shipped,ORD-AUG-0090,Murshid,288,5,0.95,3.67,3.09,11.37,29.72,0,78.47
2025-08-11,DC-1022,Ashwagandha Root Extract 600mg,Health & Supplements,1,6800,Packed,ORD-AUG-0091,Mr.Ilham,287,5,0.95,3.67,3.09,11.37,29.72,0,78.2
2025-08-23,DC-1022,Ashwagandha Root Extract 600mg,Health & Supplements,2,7400,Cancelled,ORD-AUG-0092,Nazlin,285,5,0.95,3.67,3.09,11.37,29.72,0,77.66
2025-08-20,DC-1023,Omega-3 Fish Oil Softgels,Health & Supplements,5,4800,Packed,ORD-AUG-0093,Hakeem,8,5,0.95,6.0,1.0,3.68,33.68,1,1.33
2025-08-31,DC-1023,Omega-3 Fish Oil Softgels,Health & Supplements,7,4700,Packed,ORD-AUG-0094,Hakeem,265,5,0.95,6.0,1.0,3.68,33.68,0,44.17
2025-08-09,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,8,4100,Shipped,ORD-AUG-0822,Mr.Ilham,259,3,0.95,5.6,1.85,5.27,22.07,0,46.25
2025-08-09,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,3,4000,Pending,ORD-AUG-0947,Hakeem,7,3,0.95,5.6,1.85,5.27,22.07,1,1.25
2025-08-20,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,7,4400,Packed,ORD-AUG-0872,Murshid,256,3,0.95,5.6,1.85,5.27,22.07,0,45.71
2025-08-25,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,6,4300,Shipped,ORD-AUG-0095,Nazlin,263,3,0.95,5.6,1.85,5.27,22.07,0,46.96
2025-08-26,DC-1024,Magnesium Glycinate 400mg,Health & Supplements,4,4500,Shipped,ORD-AUG-0096,Mr.Ilham,8,3,0.95,5.6,1.85,5.27,22.07,1,1.43
2025-08-03,DC-1025,Car Dash Cam 1080P HD,Automotive,5,12800,Delivered,ORD-AUG-0097,Hakeem,10,4,0.95,4.5,2.36,7.76,25.76,1,2.22
2025-08-05,DC-1025,Car Dash Cam 1080P HD,Automotive,2,12800,Cancelled,ORD-AUG-0862,Murshid,254,4,0.95,4.5,2.36,7.76,25.76,0,56.44
2025-08-09,DC-1025,Car Dash Cam 1080P HD,Automotive,5,11800,Packed,ORD-AUG-0098,Nazlin,253,4,0.95,4.5,2.36,7.76,25.76,0,56.22
2025-08-25,DC-1025,Car Dash Cam 1080P HD,Automotive,4,12300,Packed,ORD-AUG-0099,Hakeem,249,4,0.95,4.5,2.36,7.76,25.76,0,55.33
2025-08-28,DC-1025,Car Dash Cam 1080P HD,Automotive,2,12300,Packed,ORD-AUG-0977,Hakeem,260,4,0.95,4.5,2.36,7.76,25.76,0,57.78
2025-08-31,DC-1025,Car Dash Cam 1080P HD,Automotive,9,11400,Packed,ORD-AUG-0100,Nazlin,240,4,0.95,4.5,2.36,7.76,25.76,0,53.33
2025-08-02,DC-1026,Car Dash Cam 1080P HD,Automotive,4,12100,Packed,ORD-AUG-0101,Murshid,525,6,0.95,4.25,2.86,11.52,37.02,0,123.53
2025-08-12,DC-1026,Car Dash Cam 1080P HD,Automotive,2,12800,Packed,ORD-AUG-0102,Murshid,523,6,0.95,4.25,2.86,11.52,37.02,0,123.06
2025-08-27,DC-1026,Car Dash Cam 1080P HD,Automotive,9,13100,Packed,ORD-AUG-0103,Nazlin,514,6,0.95,4.25,2.86,11.52,37.02,0,120.94
2025-08-29,DC-1026,Car Dash Cam 1080P HD,Automotive,2,13200,Packed,ORD-AUG-0959,Murshid,29,6,0.95,4.25,2.86,11.52,37.02,1,6.82
2025-08-15,DC-1027,Car Seat Back Organizer,Automotive,5,5900,Packed,ORD-AUG-0864,Murshid,257,7,0.95,4.4,3.07,13.36,44.16,0,58.41
2025-08-16,DC-1027,Car Seat Back Organizer,Automotive,10,5800,Pending,ORD-AUG-0104,Nazlin,251,7,0.95,4.4,3.07,13.36,44.16,0,57.05
2025-08-17,DC-1027,Car Seat Back Organizer,Automotive,3,5400,Packed,ORD-AUG-0105,Murshid,248,7,0.95,4.4,3.07,13.36,44.16,0,56.36
2025-08-22,DC-1027,Car Seat Back Organizer,Automotive,3,5800,Packed,ORD-AUG-0106,Murshid,245,7,0.95,4.4,3.07,13.36,44.16,0,55.68
2025-08-22,DC-1027,Car Seat Back Organizer,Automotive,1,5300,Shipped,ORD-AUG-0107,Mr.Ilham,26,7,0.95,4.4,3.07,13.36,44.16,1,5.91
2025-08-03,DC-1028,USB Car Charger Fast Charging 65W,Automotive,8,3900,Shipped,ORD-AUG-0108,Nazlin,329,3,0.95,5.67,2.21,6.3,23.31,0,58.02
2025-08-13,DC-1028,USB Car Charger Fast Charging 65W,Automotive,5,3900,Pending,ORD-AUG-0109,Nazlin,324,3,0.95,5.67,2.21,6.3,23.31,0,57.14
2025-08-19,DC-1028,USB Car Charger Fast Charging 65W,Automotive,7,4000,Shipped,ORD-AUG-0984,Hakeem,322,3,0.95,5.67,2.21,6.3,23.31,0,56.79
2025-08-27,DC-1028,USB Car Charger Fast Charging 65W,Automotive,2,3700,Packed,ORD-AUG-0110,Hakeem,322,3,0.95,5.67,2.21,6.3,23.31,0,56.79
